col_i,col_j,mi,mi_p,ji,ji_p,chi2,chi2_p,mi_q,ji_q,chi2_q,mi_sig,ji_sig,chi2_sig
0.1,0.9,0.041662125790995194,0.0015599688006239876,0.023809523809523808,0.999920001599968,9.043783783783784,0.0026358952288761586,0.0021272301826690742,1.0,0.0036416973556841663,True,False,True
1.2,0.2,0.05494981897802575,0.0002999940001199976,0.010416666666666666,1.0,11.686829268292684,0.0006294407181614408,0.000492177656446871,1.0,0.0009441610772421612,True,False,True
1.2,0.3,0.051130539330372204,0.0009199816003679927,0.0,1.0,8.58673469387755,0.003386206566700939,0.0013416398338699893,1.0,0.004444396118794982,True,False,True
1.2,0.4,0.034197433214948066,0.0055598888022239555,0.01282051282051282,0.999660006799864,7.09518477043673,0.007729132334570966,0.006868097932159004,1.0,0.009328263162413234,True,False,True
1.2,1.3,0.08281412604394515,1.999960000799984e-05,0.24324324324324326,1.999960000799984e-05,23.379910714285714,1.3295986782800545e-06,3.7499250014999705e-05,4.666573335199963e-05,2.585330763322328e-06,True,True,True
1.2,0.5,0.020653922433268444,0.027339453210935782,0.025974025974025976,0.9960400791984161,4.683930571108623,0.03044600942175933,0.03189602874609175,1.0,0.03474816292700793,True,False,True
1.2,0.6,0.0005983461511034141,0.8207635847283055,0.08823529411764706,0.7345853082938342,0.16328213586228224,0.68615253634035,0.8367007417133211,1.0,0.6994758865605509,False,False,False
1.2,0.7,0.020358855340613127,0.01641967160656787,0.16216216216216217,0.01641967160656787,7.251210653753026,0.007085322697824946,0.019591653621473026,0.031346645794356844,0.008650684689204876,True,True,True
1.2,1.4,0.002726694256487779,0.49865002699946,0.07766990291262135,0.8623227535449292,0.7373208947531182,0.3905204449269689,0.528871240757003,1.0,0.41418835068011856,False,False,False
1.2,0.8,0.0010795520740389938,0.6429071418571629,0.075,0.7732045359092818,0.28859608208955223,0.5911216015652163,0.6618161754411972,1.0,0.6085075310230168,False,False,False
1.2,0.9,0.017071487908329887,0.03465930681386372,0.16,0.025359492810143797,5.5,0.019016473672300558,0.03955681755930098,0.04671485517658068,0.021942085006500644,True,True,True
0.2,0.3,0.17891893456501545,1.999960000799984e-05,0.008,1.0,37.66226334436213,8.411618810013118e-10,3.7499250014999705e-05,1.0,2.0073181251167668e-09,True,False,True
0.2,0.4,0.12164048396453864,1.999960000799984e-05,0.03937007874015748,1.0,28.818780214677854,7.947671199433064e-08,3.7499250014999705e-05,1.0,1.7030723998785137e-07,True,False,True
0.2,1.3,0.2839584612967715,1.999960000799984e-05,0.006944444444444444,1.0,61.13888153310105,5.3187292560861215e-15,3.7499250014999705e-05,1.0,1.8015050706098153e-14,True,False,True
0.2,0.5,0.18257527062295753,1.999960000799984e-05,0.015384615384615385,1.0,40.18318957747249,2.3122944672489695e-10,3.7499250014999705e-05,1.0,5.646300443282367e-10,True,False,True
0.2,0.6,0.15991998422439083,1.999960000799984e-05,0.07894736842105263,1.0,40.8900085231344,1.6104237513268623e-10,3.7499250014999705e-05,1.0,4.026059378317156e-10,True,False,True
0.2,0.7,0.05133708001495776,0.00033999320013599726,0.010526315789473684,1.0,10.948991909289553,0.0009365455498896507,0.000540898272943632,1.0,0.001385032151245258,True,False,True
0.2,1.4,0.27501473330535664,1.999960000799984e-05,0.0379746835443038,1.0,66.61196286025327,3.30573863832783e-16,3.7499250014999705e-05,1.0,1.1570085234147405e-15,True,False,True
0.2,0.8,0.09963073772293109,1.999960000799984e-05,0.41836734693877553,1.999960000799984e-05,27.55286767382599,1.5285856615567184e-07,3.7499250014999705e-05,4.666573335199963e-05,3.1470881267344204e-07,True,True,True
0.2,0.9,0.025053953982002504,0.0124397512049759,0.0673076923076923,0.9974200515989681,6.354363143631437,0.011709296804016885,0.015188068331656623,1.0,0.01397132005024742,True,False,True
0.3,0.4,0.5781272910043607,1.999960000799984e-05,0.8305084745762712,1.999960000799984e-05,151.72691697059565,7.269603113840657e-35,3.7499250014999705e-05,4.666573335199963e-05,1.5266166539065379e-33,True,True,True
0.3,1.3,0.475311106387231,1.999960000799984e-05,0.704225352112676,1.999960000799984e-05,118.10739474361172,1.6424957815952366e-27,3.7499250014999705e-05,4.666573335199963e-05,1.3266312082115373e-26,True,True,True
0.3,0.5,0.49763113379780527,1.999960000799984e-05,0.7704918032786885,1.999960000799984e-05,134.55750676530414,4.125960391121183e-31,3.7499250014999705e-05,4.666573335199963e-05,5.415323013346553e-30,True,True,True
0.3,0.6,0.22607738626009938,1.999960000799984e-05,0.48936170212765956,1.999960000799984e-05,56.83338074947534,4.743458286442498e-14,3.7499250014999705e-05,4.666573335199963e-05,1.4648915296366538e-13,True,True,True
0.3,0.7,0.03847561613068711,0.0025399492010159796,0.2,0.0013799724005519889,12.10057873028146,0.0005040617548143678,0.003252373976910706,0.0027339075859992234,0.0007670504964566466,True,True,True
0.3,1.4,0.33710132901815676,1.999960000799984e-05,0.5555555555555556,1.999960000799984e-05,78.24431436320533,9.105279257395049e-19,3.7499250014999705e-05,4.666573335199963e-05,3.82421728810592e-18,True,True,True
0.3,0.8,0.06722497438595734,7.999840003199936e-05,0.045454545454545456,0.999980000399992,15.924794171399904,6.590963291692401e-05,0.0001423700339552531,1.0,0.00011162115252059711,True,False,True
0.3,0.9,0.0432768931419766,0.0015999680006399872,0.023529411764705882,0.99990000199996,9.390422835800987,0.0021812189184262673,0.0021538030777845983,1.0,0.0030949727896588926,True,False,True
0.4,1.3,0.3363517566010923,1.999960000799984e-05,0.6282051282051282,1.999960000799984e-05,89.70974244120941,2.7579355978648938e-21,3.7499250014999705e-05,4.666573335199963e-05,1.3162874444355175e-20,True,True,True
0.4,0.5,0.3808526720548716,1.999960000799984e-05,0.6764705882352942,1.999960000799984e-05,105.22628782530293,1.0895479892739886e-24,3.7499250014999705e-05,4.666573335199963e-05,7.15015867961055e-24,True,True,True
0.4,0.6,0.1921290340295878,1.999960000799984e-05,0.4897959183673469,1.999960000799984e-05,49.86068232999841,1.6505928724307071e-12,3.7499250014999705e-05,4.666573335199963e-05,4.5608487264532695e-12,True,True,True
0.4,0.7,0.041058396538543096,0.0014199716005679887,0.2,0.000999980000399992,12.567431922756764,0.0003925276063753091,0.001987960240795184,0.002019190385423061,0.0006244757374152646,True,True,True
0.4,1.4,0.3034426061725446,1.999960000799984e-05,0.5698924731182796,1.999960000799984e-05,74.6300155154229,5.677343716645653e-18,3.7499250014999705e-05,4.666573335199963e-05,2.1290038937421197e-17,True,True,True
0.4,0.8,0.04917209761301373,0.00033999320013599726,0.07079646017699115,0.999940001199976,12.23787000050141,0.00046829256921763216,0.000540898272943632,1.0,0.0007230988201154614,True,False,True
0.4,0.9,0.012517602216669744,0.07653846923061539,0.06896551724137931,0.9794604107917841,3.153415453527436,0.07576821765800025,0.08549509860866614,1.0,0.08374381951673712,False,False,False
1.3,0.5,0.3363517566010923,1.999960000799984e-05,0.6282051282051282,1.999960000799984e-05,89.70974244120941,2.7579355978648938e-21,3.7499250014999705e-05,4.666573335199963e-05,1.3162874444355175e-20,True,True,True
1.3,0.6,0.17131834836297327,1.999960000799984e-05,0.5142857142857142,1.999960000799984e-05,45.352351285581754,1.6459029130947514e-11,3.7499250014999705e-05,4.666573335199963e-05,4.320495146873722e-11,True,True,True
1.3,0.7,0.14016301996524794,1.999960000799984e-05,0.28169014084507044,1.999960000799984e-05,36.860677533725365,1.2687930906925603e-09,3.7499250014999705e-05,4.666573335199963e-05,2.9605172116159745e-09,True,True,True
1.3,1.4,0.22337010123927345,1.999960000799984e-05,0.5588235294117647,1.999960000799984e-05,58.23107485237163,2.3306832230816005e-14,3.7499250014999705e-05,4.666573335199963e-05,7.647554325736502e-14,True,True,True
1.3,0.8,0.06365171175266598,9.99980000399992e-05,0.08064516129032258,1.0,16.10469208089019,5.9935356640908335e-05,0.00017212770498688387,1.0,0.00010316741716877665,True,False,True
1.3,0.9,0.007855676722446435,0.18387632247355054,0.09278350515463918,0.9500809983800323,2.0637276785714285,0.1508407757153018,0.19904137999714236,1.0,0.16328125206295555,False,False,False
0.5,0.6,0.3312730248445044,1.999960000799984e-05,0.5869565217391305,1.999960000799984e-05,80.18124244126712,3.4159461149380257e-19,3.7499250014999705e-05,4.666573335199963e-05,1.5594536611673595e-18,True,True,True
0.5,0.7,0.05351555744363344,0.0006799864002719945,0.21875,0.00023999520009599807,16.441437166663498,5.017631248020624e-05,0.0010499790004199917,0.0005361594895761659,8.780854684036093e-05,True,True,True
0.5,1.4,0.3969368905614018,1.999960000799984e-05,0.6222222222222222,1.999960000799984e-05,91.88105658171489,9.204593823598079e-22,3.7499250014999705e-05,4.666573335199963e-05,4.832411757388991e-21,True,True,True
0.5,0.8,0.07222134203468775,1.999960000799984e-05,0.05217391304347826,1.0,17.38427821697782,3.053412269321412e-05,3.7499250014999705e-05,1.0,5.602022901001925e-05,True,False,True
0.5,0.9,0.039392967436284995,0.001979960400791984,0.03333333333333333,0.999840003199936,8.979843225083988,0.0027297406828463403,0.0025666153343599793,1.0,0.003722373658426828,True,False,True
0.6,0.7,0.13360417303073646,1.999960000799984e-05,0.23595505617977527,1.999960000799984e-05,28.770519900971244,8.148200018442843e-08,3.7499250014999705e-05,4.666573335199963e-05,1.711122003872997e-07,True,True,True
0.6,1.4,0.46081356871384094,1.999960000799984e-05,0.7623762376237624,1.999960000799984e-05,112.88791169757843,2.2832440945718832e-26,3.7499250014999705e-05,4.666573335199963e-05,1.5982708662003182e-25,True,True,True
0.6,0.8,0.033222806940090756,0.0038199236015279696,0.1417910447761194,0.999220015599688,8.901779917288106,0.0028489281934551383,0.0048324334718124915,1.0,0.0038350956450357633,True,False,True
0.6,0.9,0.11699796969867968,1.999960000799984e-05,0.32978723404255317,1.999960000799984e-05,30.12668797031233,4.0472306071516294e-08,3.7499250014999705e-05,4.666573335199963e-05,8.853316953144189e-08,True,True,True
0.7,1.4,0.04673052290943919,0.0006999860002799944,0.1827956989247312,0.0004399912001759965,12.305513048378977,0.0004516223409159202,0.0010651960873826003,0.000942838286091421,0.0007077663551667406,True,True,True
0.7,0.8,3.973058080244279e-05,1.0,0.08974358974358974,0.5421891562168757,0.010956868201366073,0.9166336524014673,1.0,0.9332764164388844,0.9166336524014673,False,False,False
0.7,0.9,0.019204675332297708,0.029379412411751765,0.16326530612244897,0.01859962800743985,6.262039278988431,0.012335213413538338,0.033899322013559725,0.03487430251394972,0.01455277986990478,True,True,True
1.4,0.8,0.07786572017580419,1.999960000799984e-05,0.10071942446043165,1.0,20.347855737291276,6.456539908001956e-06,3.7499250014999705e-05,1.0,1.232612164254919e-05,True,False,True
1.4,0.9,0.03918667056820544,0.0015199696006079877,0.25,0.000999980000399992,10.668900113390366,0.0010895188337385706,0.0020999580008399833,0.002019190385423061,0.0015888816325354156,True,True,True
0.8,0.9,7.445753636220725e-05,1.0,0.13636363636363635,0.5165896682066359,0.02052238805970148,0.8860877106278813,1.0,0.9040319193616128,0.894607784768534,False,False,False
